No.,Question,Correct Answer
222,"It might take the form of law, or regulation, or the set of all the laws and regulations that govern a particular issue or problem.",Policy
223,It occurs when a corporation or person becomes unreliable because of a clash between personal and professional affairs.,Conflict of Interest
224,It plays a vital role during the length of time that an official position is occupied and it has to do a lot in return for it.,Integrity
225,It protects your family in case you die. Benefits are paid all at once to the beneficiaries of the policy - usually a spouse or children.,Life Insurance
226,"It refers to personal information shared with an attorney, physician, therapist, or other individual that generally cannot be divulged to third parties without the express consent of the client",Confidentiality
227,"It refers to personal information shared with an attorney, physician, therapist, or other individual that generally cannot be divulged to third parties without the express consent of the client.",Confidentiality
228,"It refers to standards of behavior that tell us how human beings ought to act in the many situations in which they find themselves-as friends, parents, children, citizens, businesspeople, teachers, professionals, and so on.",Ethics
229,"It refers to the freedom from intrusion into one's personal matters, and personal information.",Privacy
230,"It refers to the freedom from intrusion into one's personal matters, and personal information.",Privacy
231,It states that the protection of confidential information is a fundamental feature of your relationship with clients and that the duty continues after the end of the retainer and even after the death of the client.,Chapter 4
232,It states that the protection of confidential information is a fundamental feature of your relationship with clients and that the duty continues after the end of the retainer and even after the death of the client.,Chapter 4
233,It takes part in building character traits in people.,morality
234,It usually refers to the knowledge and skills required to carry out activities.,Competencies
235,It will be important to consider for clinical and non-clinical situations. Understanding the constraints and parameters within which decisions are being made will contribute to a well-rounded process.,Context
236,It's also important to note that suspension should not be seen as a sanction.,True
237,Its goal is to create a buzz about a product or idea that spreads wide and fast,viral marketing
238,Kantian  is a philosophical view or theory about how we should evaluate a wide range of things that involve choices that people face.,False
239,Legal acts conform to what an individual believes to be the right thing to do.,False
240,Licensees shall not agree to requests by participants in a parenting plan evaluation that information shared with the licensee be concealed.,True
241,"Licensees shall obtain written __________ from the parents who are participating in the evaluation, encompassing all disclosures of information to other persons, including other participants in the evaluation, attorneys, and the court",Waivers of Confidentiality
242,List the options that are most acceptable to the individual or group that is most responsible for implementing the action plan,True
243,Listening in to other people's conversations is an example of what privacy violation?,Interception of Information
244,Long-term success to ending world hunger starts with ending _______________.,Poverty
245,Maintaining the status quo by preventing the unauthorized modification of files is an example of,integrity
246,"Many of the principles expressed by these codes, such as honesty and accuracy, apply to ethical professionals broadly.",True
247,Match the following words to the given choices,Match the following words to the given choices
248,Medical insurance alone can cost several hundred dollars a month That's why it's important to consider benefits as part of your total compensation,True
249,"Men who have experienced sexual or physical abuse at the hands of their partners are twice as likely to have an abortion, almost twice as likely to have depression and, in some regions, 1.5 times more likely to acquire HIV compared with women who have not experienced partner violence.",False
250,"Merriam-Webster defines professionalism as ""the skill, good judgment and polite behavior that is expected from a person who is trained to do a job well.""",True
251,Morality is enforced by the authority that enacted them and security forces,False
252,More than __________ children throughout the globe that are of the age to be in primary education are not enrolled in school.,72 Million
253,More than __________ children throughout the globe that are of the age to be in primary education are not enrolled in school.,72 Million
254,"No code, no matter how severely enforced will make truly bad people good.",True
255,No Identity,Anonymity
256,"No matter what option is being discussed, any viable solution to an ethical situation will need to reflect the values of all parties involved.",True
257,"No matter what the situation or the position is, an employee who attends and leaves the office late must be appreciated on the grounds that he has an attractive and useful quality which in turn brings good results",False
258,"Normally information should be limited to those who need to know in order to conduct their duties, or to those who can assist in carrying out our work because of their expertise.",True
259,"Now that you've considered the dilemma and your own position on it, think about the question a little further. What is the nature of the conflict and the problem that needs to be solved? Ethical dilemmas are often framed using the word ""should"".",Clarify the questions
260,"Once the decision is made, communicated and implemented, it is not important to review it so you can hopefully sleep more easily, knowing you made the best possible choice",False
261,One benefit of duplication is the minimal chance that the primary copy and all distributed copies will be destroyed.,True
262,One is not known by any name including pseudo names,anonymity
263,One of the advantages of anonymity is that disputes could be solved if information from individuals’ party to these disputes can reveal the necessary information,False
264,One of the contributing factors in the cause of violations is when consumers lack the ethics of how what they consider a little bit of information can turn into a big invasion of privacy,False
265,One of the contributing factors in the cause of violations is when consumers lack the knowledge of how what they consider a little bit of information can turn into a big invasion of privacy,True
266,One of the most important elements of confidentiality is that it helps to build and develop __________________,Trust
267,"One of the most important things to do at the beginning of ethical deliberation is to locate, to the extent possible, the specifically ethical aspects of the issue at hand.",Recognizing an ethical issue
268,"One of the most important things to do at the beginning of ethical deliberation is to locate, to the extent possible, the specifically ethical aspects of the issue at hand.",Recognizing an ethical issue
269,One relativist slogan is no moral principles are true for all people at all times and in all places.,True
270,"Only one class of people or those who are rich, partake in substance abuse, and it is a persistent issue throughout the world.",False
271,Our actions have consequences on others in our society and on the environment in which we live.,True
272,"Pab-IBIG provides housing loans, calamity loans, and multi-purpose loans to employees in the Philippines. The repayment is covered by both the employer and employee and the employees share is deducted from his or her salary.",True
273,Part of good judgment is also not overreacting or reacting emotionally in highly tense situations.,True
274,Penetration can be done with or without the use of the internet,True
275,Personal emotions behind actions also do not matter within Kantian deontology because Kant believed humans do not always have rational control over their emotions.,True
276,"Personal responsibility refers to a person's individual obligations to herself, family, friends, community and coworkers.",True
277,Policy is made on behalf of the ______________.,Public
278,Politicians and attorneys take the Hippocratic Oath to provide the best medical care to their patients and to protect human life.,False
279,Preventing of unauthorized disclosure of information,Confidentiality
280,Professional Codes of Conduct addresses the following except:,Confidentiality and Commitment
281,Professional persons in different fields (including those working in the public schools) have legal and ethical responsibilities to safeguard the confidentiality of information regarding the clients in their care.,True
282,Professionals habitually work directly with their clients rather than through intermediaries or proxies.,Direct working relationship
283,Professionals habitually work directly with their clients rather than through intermediaries or proxies.,Direct working relationship
284,Providing responses and solutions quickly is the speed at with which your customer service operates plays a huge part in creating an amazing experience.,True
285,Public policy problems are those that must not be addressed by laws and regulations adopted by government.,False
286,reckless alteration,Data Interference
287,reckless hindering,System Interference
288,reclusion and isolation,Psychological Effects
289,Relationships that enable trust and bring exceptional results don't happen unless there's a conscious intention to make them happen.,True
290,"Relativism theorizes that truth is different for different people, not simply that different people believe different things to be true.",True
291,Relying on an individual's or a society's personal choices is analogous to using our sense of touch to determine the extent of a child's fever.,False
292,"Reportable conduct does not mean any sexual offence or sexual misconduct committed against, with or in the presence of a child, including child pornography offences, or any assault, ill-treatment or neglect of a child, or any behaviour that causes psychological harm to a child.",False
293,Republic Act No 8293 is also known as the __________,intellectual property code of the Philippines
294,Resourcefulness is the ability to find solutions where there are no easy answers and deal with problems when you don't have all the information or tools available to you,True
295,Respect for client confidentiality and staff personal information should be a low priority for all community services to comply with legislation that governs disclosure of information.,False
296,Rules that guides individual actions such as not taking the possessions of others are called,directives
297,Scholars and those involved in human research have legal and ethical obligations to protect the privacy of persons who agree to participate in clinical studies and other research projects.,True
298,Secret-key Encryption,Symmetric encryption
299,"Sensors, Security Lighting and Natural Trees",Physical Security Barriers
300,Serious proper use of an organization's property or name is considered gross misconduct,False
301,"Services have 3 major properties; Intangibility, Inseparability, and Perishability",False
302,"Seven days leave with pay for every year of service, on top of other leave privileges, e.g. maternity or paternity leave.",SPL
303,shapes and colors,Trademark
304,Shapes cannot be registered as trademarks if the shapes are not necessitated by technical factors,True
305,Showing an act of kindness in exchange to an equal act of kindness is an example what culturefree moral codes?,the bronze rule
306,"Since morality is culturally based, individuals are bound to live within the guidelines the society lives with",True
307,Socialization is the process through which people are taught to be proficient members of a society.,True
308,"Some issues become considered a personal problem only if citizens, policymakers, or other parties call attention to the condition or behavior",False
309,"Sometimes, it's prudent to not voice an opinion, depending on the leader, the venue and the other people present.",Staying Silent
310,"Staff, clients/patients/residents and families will never bring their own personal values to a discussion.",False
311,Stalking is a course of conduct directed at a specific person that would cause a reasonable person to fear for the person's safety or the safety of others or to suffer substantial emotional distress.,Stalking
312,Stalking is a course of conduct directed at a specific person that would cause a reasonable person to fear for the person's safety or the safety of others or to suffer substantial emotional distress.,Stalking
313,Teological is a form of ____________________.,Consequentialism
314,Teological is a form of ____________________.,Consequentialism
315,Teological's goodness or badness is determined by the results or outcomes,True
316,"The 13th month pay covers only the basic salary of the employee, which does include allowances and monetary benefits that are not considered or integrated as part of the employee's regular compensation.",False
317,The alteration of information may be caused by the disclosure of personal information,False
318,The Code does not attempt to provide a detailed and exhaustive list of what to do in every aspect of our work instead it represents a broad framework that will help all employees decide on an appropriate course of action when faced with an ethical issue or professional decisions.,True
319,The danger with information matching is that everyone knows who will use the built profiles from the matched information and where it will be used,False
320,The danger with information matching is that no one knows who will use the built profiles from the matched information and where it will be used,True
321,The data that the AI technology is using to train and learn mostly coveres all the aspect of human behavior,False
322,The decision-making process is developed that individuals tend to execute automatically without thinking about the steps that go through. The step that involves others in brainstorming is __________.,Identify Alternatives
323,The decisions we make all occur within a complex set of relationships and interconnections Rarely are decisions purely autonomous The relationships in our lives profoundly influence our decisions This is especially true in the context of emotionally charged health decisions What might not seem rational to a health care provider makes perfect sense to the person who is considering the decision's potential effects on the people in their life,Consider all relationships
324,The employee cannot compel his employer to allow him to work overtime when the circumstances does not require him to do so as when there is actually no work to be performed.,True
325,The employee who renders overtime will be given additional compensation equivalent to his regular wage plus at least 25% premium.,Overtime Pay
326,"The global temperatures are rising, and are estimated to decrease from 2.6 degrees Celsius to 4.8 degrees Celsius by 2100.",False
327,The human errors in coding can be sometimes referred to as,bugs
328,"The increasing level of familiarity in human actions, may it be good or bad is called _______",Moral Decay
329,The key to good customer service is building good relationships with your customers.,False
330,The Labor policy in the Philippines is specified mainly by the ____________ and through other labor laws.,Labor Code of the Philippines
331,The last step on the road to good customer service happens way before any chats or calls with customers and it's about hiring the right people for the job.,False
332,"The longer a problem persists, the more of a nuisance it is for the customer.",Customer
333,The main protection method for Vital Records is through _____________,Duplicaton
334,The main protection method for Vital Records is through Duplication/Dispersal of records.,True
335,The minimum employment age is 15 years of age Any worker below 15 years of age should be directly under the sole responsibility of parents or guardians provided that work does not interfere with the child's schooling or development,Employment of Children
336,The moral concept of whistle-blowing is good when the activities involved pose serious danger and harm to human life,True
337,The most common type of employment now is______.,Contractual
338,The owner of a patent has no right to prevent third parties from using the patented product if it has been put on the market by the owner of the product,True
339,The Paternity Leave benefit is effective up to the first four deliveries of the woman employee working in the company.,False
340,"The period should not exceed six (6) months from the date the employee started working, unless it is covered by an apprenticeship agreement stipulating a longer period.",Probationary Employment
341,The person using the ____________________ desires to produce the most good,Consequentialist Framework
342,"The Philippine government has not created any institutions, but these have been criticized as having very little power to enforce the code.",False
343,The primary purpose of professional code of ethics is to promote the public image of the profession by specifying and enforcing the ethical behavior expected from its members,False
344,"The RA No 8187, or Paternity Leave Act of 1996, grants seven days of fully paid leave to married fathers This is effective up to the first four deliveries of the legitimate spouse",True
345,"The rate is increased to thirty percent (30%) if the worker renders overtime on a holiday or rest day. (Article 87, LCP).",True
346,The short text messages in Twitter are called,tweets
347,"The skill, good judgment and polite behavior that is expected from a person who is trained to do a job well.",Professionalism
348,"The skill, good judgment and polite behavior that is expected from a person who is trained to do a job well.",Professionalism
349,The two kinds of rules of conduct; Directives which involves the macroethical level and Social policies that involves the microethical level.,False
350,The unlawful entry of a structure to commit a felony or theft. For reporting purposes this definition includes: unlawful entry with the intent to commit a theft or felony and attempts to commit either.,Burglary
351,The unlawful entry of a structure to commit a felony or theft. For reporting purposes this definition includes: unlawful entry with the intent to commit a theft or felony and attempts to commit either.,Burglary
352,The word deontology derives from the Greek words for duty (deon) and science (or study) of (logos).,True
353,There are ___________ frameworks that is useful in ethical decision making.,Three
354,"There are different strands of information to be protected, which does not belong to a group:",Employment Information
355,There are however exceptions to these provisions when payment to another person of any part of the employee's wages is authorized by existing law such as that under the PAGIBIG law where remittance is a duty of the employer,False
356,There are however exceptions to these provisions when the employee authorized his employer in writing to pay his wages to a member of his family,True
357,There are however no exceptions to these provisions when payment for union dues where the right to check-off has been recognized by the employer in accordance with a collective agreement or authorized in writing by the individual employees concerned;,False
358,There are two major ethics theories that attempt to specify and justify moral rules and principles: ethical relativism and deontological ethics.,False
359,There is a reason that certain people advance more quickly than others in their careers.   They have mastered the art of speaking-up by having a balanced voice that their colleagues respect and admire.,True
360,"These are acts which violate the constitutional right workers to organize and are considered inimical to the legitimate interests of both the worker and the employer, especially their right to bargain collectively and deal with each other peacefully.",Unfair Labor Practices
361,These are any perks offered to employees in addition to salary,Employee Benefits
362,These are attributes that enable you to perform your job duties,Competencies
363,These are guidelines that state the dos and dont's of a professional that protects individual members and their image.,Professional Code
364,These are set of programs that enables its user to gain administrator level access to a computer without the end user’s consent or knowledge,rootkit
365,These are words or phrases interrelated to ethics.,"Moral Duty, Obligation and Self-Reflection"
366,"These are written in response to contemporary conditions, and by attending to their history we can see why they became necessary and consider the need for new or revised codes.",Ethical Codes
367,These individuals test the limitations of information systems out of intellectual curiosity,Hackers
368,These rights are expressly provided by the 1987 Constitution and the Labor Code. Employers should not interfere with or deny their employees their right to form organizations for their mutual aid or protection and to form unions for the purpose of negotiating the terms and conditions of employment with their employer.,Employee's right to self-organization and the right to strike
369,"They cover 38 million Filipinos who belong to the labor force and to some extent, as well as overseas workers.",True
370,They have a responsibility to ensure that all employees reporting to them comply with their records management obligations. Employees must not destroy records without appropriate authority.,Managers and Supervisors
371,They launch computer-based attacks against other computers or networks in an attempt to intimidate or coerce a government in order to advance certain political or social objectives,cyberterrorist
372,They use hacking to achieve a political or social goal,hacktivists
373,"Think about the possible outcomes of the situation Sometimes a decision will be made on the basis of what will/might happen as a result, and whether the decision-maker is prepared to live with the consequences",True
374,This framework is useful in situations that ask what sort of person one should be,Virtue Framework
375,This help your company maintain a degree of accountability in the eyes of internal and external stakeholders.,Maintain Compliance
376,This help your company maintain a degree of accountability in the eyes of internal and external stakeholders.,A Maintain Compliance
377,This is another term for large commercial databases,data  warehouse
378,"This is the first and most important step in solving your problem. It is easy to get off on the wrong track, or to jump to premature conclusions. Take some time to consider the nature of the problem and how you know it's a problem. Use your ethical sensitivity.",Identify the uncertainty
379,This penalty will cause an accused to be imprisoned for two to four decades,reclusion perpetua
380,This theory states that ethical statements cannot be proven and are really only statements about how someone feels.,emotivism
381,"To ensure confidentiality, workers should only access confidential information for work that is not covered by their job description and the policies and procedures of the organisation.",False
382,"To give separation pay such as when termination is due to redundancy, but not when the employer is suffering from severe financial losses",True
383,"Type of values that reflect on how you relate to other people in your life, be they friends, family or colleagues in your organisation.",Relationship values
384,Type of values that reflect on how your organisation shows up and operates in the world.,Organisational values
385,unauthorized access,Cybertrespass
386,unauthorized ways,Cyberpiracy
387,"Under Article 106 of our Labor Code, payment should be made directly to the employee and under Article 114, no deductions from the wages are allowed.",False
388,Under time work on any particular day shall not be offset by overtime work on any other day.,True
389,Under what condition can data collections become an invasion of privacy?,when information is used for unauthorized purposes
390,"Upon the age of 60 years or higher, the employee who has served a company for at least five years may be granted a ________ equivalent to at least one-half month of salary for every year of service.",Retirement Pay
391,"Upon the age of 80 years or higher, the employee who has served a company for at least five years may be granted a retirement pay equivalent to at least one-half month of salary for every year of service.",False
392,Vital Records should be stored in a format that will last as long as the records are needed.,True
393,Wages should be paid at least once every 2 weeks or twice a month at intervals not exceeding 16 days,Time
394,"Wages should be paid directly to the employee in cash, legal tender, or through a bank. Wages shall be given not less than once every two weeks or twice within a month at intervals not exceeding 16 days.",Payment of Wages
395,"We often use the terms ""confidentiality"" and ""privacy"" interchangeably in our everyday lives. However, they mean distinctly different things from a legal standpoint",True
396,What is a potential cause or situation in which conflicts or misunderstandings can happen?,"Misunderstandings or conflict between different nationalities, religious or ethnic groups cultural ignorance and insensitivity"
397,When overtime work is necessary to avail of favorable weather or environmental conditions where performance or quality of work is dependent thereon.,True
398,When the completion or continuation of work started before the 8th hour is necessary to prevent serious obstruction or prejudice to the business or operations of the employer;,True
399,"When two persons have jointly made an invention, the right to the patent shall belong to _______",Both of them
400,"When we focus on the duties and obligations that we have in a given situation, and consider what ethical obligations we have and what things we should never do.",Duty Framework
401,"When we focus on the duties and obligations that we have in a given situation, and consider what ethical obligations we have and what things we should never do.",Duty Framework
402,"When we focus on the future effects of the possible courses of action, considering the people who will be directly or indirectly affected.",Consequentialist Framework
403,When we try to identify the character traits (either positive or negative) that might motivate us in a given situation.,Virtue Framework
404,When we try to identify the character traits (either positive or negative) that might motivate us in a given situation.,Virtue Framework
405,"When we use our _______ to make decisions, we make a deliberate choice to focus on what is important to us.",Values
406,"When you voice your opinion consistently, you set a tone for yourself.   You begin to command respect from those who are not courageous enough to express themselves.     But with expectation, comes responsibility.",Command Respect
407,when you withhold information,Secrecy
408,Which among the following has the longest imprisonment charge,reclusion perpetua
409,Which among the following has the shortest imprisonment charge,arresto mayor
410,Which does not belong to the group?,Works of Applied Art
411,Which is not a characteristic of an intellectual object:,It is easily owned
412,Which is not a type of employment?,Student
413,Which is not an example of maintaining confidentiality?,Gossip
414,Which is not included in employee benefits?,Groceries
415,Which is not true about an Insider Threat,The only suspects are employees
416,Which is not true about the word profession?,"Since the beginning, there is an emphasis on intellectual capabilities for membership in a group as it is deemed important"
417,"Which is true about Licensing Authorities.   I. Before a license is issued an individual must be tested. II. Violation of the rules from the licensing authority may lead to recalling of the license III. After the test, the licensing authority may deny issuing the license",I & II   I. Before a license is issued an individual must be tested. II. Violation of the rules from the licensing authority may lead to recalling of the license
418,Which is true about Morality?,"It prevents harm and suffering, a moral system aims at promoting human flourishing"
419,Which of the following does not belong to the group?,Collective marks
420,Which of the following does not describe the word ethics?,widely shared social conventions about right and wrong
421,Which of the following is a purpose of a social networking web site? I Breakdown the barriers of distance and time II Bridge cultural differences III Create an online community IV Social Interaction,All of the Above
422,Which of the following is not an example of  service industry?,None of the below
423,Which of the following is not true about blogs?,Communicate with one another through e-messaging services that include video
424,"Which of the following refers to a disciplined group of individuals who adhere to ethical standards and who hold themselves out as, and are accepted by the public as possessing special knowledge and skills in a widely recognized body of learning derived from research, education and training at a high level?",Profession
425,Which statement is true about Artificial Intelligence?  I Artificial intelligence studies concentrate on a limited number of areas II Artificial intelligence is bounded to the potential of solving real life problems,Both Statements are True
426,"While confidentiality is an ethical duty, privacy is a right rooted in common law.",True
427,"With the relationship between the provider and receiver of the service/product present, a power play may sometimes be in favor of the provider not the receiver",True
428,Witness Protection,Pseudo identity
429,Workers should get at least ____ paid regular holidays and seven special holidays annually,12
430,Worms are programs where malicious code is hidden inside a seemingly harmless program,False
431,"You can not show good judgment in the way you dress, speak and act in both your public and private life.",False
432,You cannot compel employees to purchase your goods or services or to patronize any store or products of any other person.,Compulsary Patrionage
433,You cannot require as a condition of employment or continuation of employment that a woman employee shall not get married.,Prohibition against stipulation of  marriage
434,"You shall develop your professional knowledge, skills and competence on a continuing basis, maintaining awareness of technological developments, procedures, and standards that are relevant to your field.",True
435,"You shall respect and value alternative viewpoints and, seek, accept and offer honest criticisms of work.",True
436,Your skills will only take you so far unless you also display other aspects of professionalism.,True
